symbol;currency_base;currency_quote
"I0C/USD";"I0Coin";"US Dollar"
"IBANK/BTC";"iBank";"Bitcoin"
"IBANK/USD";"iBank";"US Dollar"
"IBTC/USD";"iBTC";"US Dollar"
"ICE/USD";"iDice";"US Dollar"
"ICOB/USD";"ICOBID";"US Dollar"
"ICOM/ETH";"iCommunity Labs";"Ethereum"
"ICOM/EUR";"iCommunity Labs";"Euro"
"ICOM/USD";"iCommunity Labs";"US Dollar"
"ICON/BTC";"Iconic";"Bitcoin"
"ICON/USD";"Iconic";"US Dollar"
"ICOS/BTC";"ICOS";"Bitcoin"
"ICOS/USD";"ICOS";"US Dollar"
"ICP/BRL";"Internet Computer";"Brazil Real"
"ICP/BTC";"Internet Computer";"Bitcoin"
"ICP/CAD";"Internet Computer";"Canadian Dollar"
"ICP/INR";"Internet Computer";"Indian Rupee"
"ICP/TRY";"Internet Computer";"Turkish Lira"
"ICP/USD";"Internet Computer";"US Dollar"
"ICX/AUD";"ICON";"Australian Dollar"
"ICX/BTC";"ICON";"Bitcoin"
"ICX/CAD";"ICON";"Canadian Dollar"
"ICX/CNY";"ICON";"Chinese Yuan"
"ICX/ETH";"ICON";"Ethereum"
"ICX/EUR";"ICON";"Euro"
"ICX/HKD";"ICON";"Hong Kong Dollar"
"ICX/ILS";"ICON";"Israeli Shekel"
"ICX/INR";"ICON";"Indian Rupee"
"ICX/KRW";"ICON";"Korean Won"
"ICX/MXN";"ICON";"Mexican Peso"
"ICX/MYR";"ICON";"Malaysian Ringgit"
"ICX/PLN";"ICON";"Polish Zloty"
"ICX/RUB";"ICON";"Russian Ruble"
"ICX/SAR";"ICON";"Saudi Riyal"
"ICX/SEK";"ICON";"Swedish Krona"
"ICX/TRY";"ICON";"Turkish Lira"
"ICX/USD";"ICON";"US Dollar"
"ICX/VND";"ICON";"Vietnamese Dong"
"ICX/ZAR";"ICON";"South African Rand"
"IETH/BTC";"iEthereum";"Bitcoin"
"IETH/ETH";"iEthereum";"Ethereum"
"IETH/USD";"iEthereum";"US Dollar"
"IFLT/USD";"InflationCoin";"US Dollar"
"IFT/USD";"InvestFeed";"US Dollar"
"IGNIS/BTC";"Ignis";"Bitcoin"
"IGNIS/ETH";"Ignis";"Ethereum"
"IGNIS/IDR";"Ignis";"Indonesian Rupiah"
"IGNIS/USD";"Ignis";"US Dollar"
"IHT/USD";"IHT Real Estate Protocol";"US Dollar"
"ILV/BTC";"Illuvium";"Bitcoin"
"ILV/USD";"Illuvium";"US Dollar"
"IMPS/BTC";"ImpulseCoin";"Bitcoin"
"IMPS/USD";"ImpulseCoin";"US Dollar"
"IMS/BTC";"Independent Money System ";"Bitcoin"
"IMS/USD";"Independent Money System";"US Dollar"
"IMXm/USD";"Immutable X";"US Dollar"
"IMX/USD";"Impact";"US Dollar"
"INB/USD";"Insight Chain";"US Dollar"
"IND/BTC";"Indorse Token";"Bitcoin"
"IND/ETH";"Indorse Token";"Ethereum"
"IND/USD";"Indorse Token";"US Dollar"
"INF/USD";"InfChain";"US Dollar"
"INFX/BTC";"Influxcoin";"Bitcoin"
"INFX/USD";"Influxcoin";"US Dollar"
"INJ/BTC";"Injective Protocol";"Bitcoin"
"INJ/USD";"Injective Protocol";"US Dollar"
"INK/BTC";"Ink";"Bitcoin"
"INK/ETH";"Ink";"Ethereum"
"INK/USD";"Ink";"US Dollar"
"INN/BTC";"Innova";"Bitcoin"
"INN/USD";"Innova";"US Dollar"
"INO/USD";"INO COIN";"US Dollar"
"INSN/BTC";"InsaneCoin";"Bitcoin"
"INSN/USD";"InsaneCoin";"US Dollar"
"INS/USD";"Insolar";"US Dollar"
"INT/BTC";"Internet Node Token";"Bitcoin"
"INT/ETH";"Internet Node Token";"Ethereum"
"INT/USD";"Internet Node Token";"US Dollar"
"INVC/USD";"Investcoin";"US Dollar"
"INXT/BTC";"Internxt";"Bitcoin"
"INXT/USD";"Internxt";"US Dollar"
"IOC/BTC";"I/O Coin";"Bitcoin"
"IOC/USD";"I/O Coin";"US Dollar"
"ION/BTC";"ION";"Bitcoin"
"ION/USD";"ION";"US Dollar"
"IOP/BTC";"Internet of People";"Bitcoin"
"IOP/USD";"Internet of People";"US Dollar"
"IOST/BTC";"IOStoken";"Bitcoin"
"IOST/ETH";"IOStoken";"Ethereum"
"IOST/USD";"IOST";"US Dollar"
"IOTA/AUD";"IOTA";"Australian Dollar"
"IOTA/BNB";"IOTA";"Binance Coin"
"IOTA/BRL";"IOTA";"Brazil Real"
"IOTA/BTC";"IOTA";"Bitcoin"
"IOTA/CAD";"IOTA";"Canadian Dollar"
"IOTA/CNY";"IOTA";"Chinese Yuan"
"IOTA/ETH";"IOTA";"Ethereum"
"IOTA/EUR";"IOTA";"Euro"
"IOTA/HKD";"IOTA";"Hong Kong Dollar"
"IOTA/ILS";"IOTA";"Israeli Shekel"
"IOTA/INR";"IOTA";"Indian Rupee"
"IOTA/KRW";"IOTA";"Korean Won"
"IOTA/MXN";"IOTA";"Mexican Peso"
"IOTA/MYR";"IOTA";"Malaysian Ringgit"
"IOTA/PLN";"IOTA";"Polish Zloty"
"IOTA/RUB";"IOTA";"Russian Ruble"
"IOTA/SAR";"IOTA";"Saudi Riyal"
"IOTA/SEK";"IOTA";"Swedish Krona"
"IOTA/TRY";"IOTA";"Turkish Lira"
"IOTA/USD";"IOTA";"US Dollar"
"IOTA/VND";"IOTA";"Vietnamese Dong"
"IOTA/ZAR";"IOTA";"South African Rand"
"IOT/BTC";"IOTA";"Bitcoin"
"IOT/GBP";"IOTA";"British Pound"
"IOT/USD";"IOTA";"US Dollar"
"IOTX/BTC";"IoTeX";"Bitcoin"
"IOTX/ETH";"IoTeX";"Ethereum"
"IOTX/USD";"IoTeX";"US Dollar"
"IPX/BTC";"Tachyon Protocol";"Bitcoin"
"IPX/KRW";"Tachyon Protocol";"Korean Won"
"IPX/USD";"Tachyon Protocol";"US Dollar"
"IQN/BTC";"IQeon";"Bitcoin"
"IQN/ETH";"IQeon";"Ethereum"
"IQN/USD";"IQeon";"US Dollar"
"IREX/BTC";"imbrex";"Bitcoin"
"IREX/ETH";"imbrex";"Ethereum"
"IREX/USD";"imbrex";"US Dollar"
"IRIS/BTC";"IRISnet";"Bitcoin"
"IRIS/USD";"IRISnet";"US Dollar"
"IRL/USD";"IrishCoin";"US Dollar"
"ISL/BTC";"IslaCoin";"Bitcoin"
"ISL/USD";"IslaCoin";"US Dollar"
"ITC/BTC";"IoT Chain";"Bitcoin"
"ITC/ETH";"IoT Chain";"Ethereum"
"ITC/USD";"IoT Chain";"US Dollar"
"ITI/BTC";"iTicoin";"Bitcoin"
"ITI/USD";"iTicoin";"US Dollar"
"IVY/ETH";"Ivy";"Ethereum"
"IVY/USD";"Ivy";"US Dollar"
"IVZ/BTC";"InvisibleCoin";"Bitcoin"
"IVZ/USD";"InvisibleCoin";"US Dollar"
"IXC/BTC";"Ixcoin";"Bitcoin"
"IXC/USD";"Ixcoin";"US Dollar"
"IXT/BTC";"iXledger";"Bitcoin"
"IXT/ETH";"IXT";"Ethereum"
"IXT/USD";"iXledger";"US Dollar"
"JAN/BTC";"CoinJanitor";"Bitcoin"
"JAN/USD";"CoinJanitor";"US Dollar"
"JASMY/USD";"JasmyCoin";"US Dollar"
"JET/BTC";"Jetcoin";"Bitcoin"
"JET/USD";"Jetcoin";"US Dollar"
"JIN/USD";"Jin Coin";"US Dollar"
"JNT/ETH";"Jibrel Network";"Ethereum"
"JNT/USD";"Jibrel Network";"US Dollar"
"JOBS/ETH";"JobsCoin";"Ethereum"
"JOBS/USD";"JobsCoin";"US Dollar"
"JOE/USD";"JOE";"US Dollar"
"JS/BTC";"JavaScript Token";"Bitcoin"
"JSE/USD";"JSECOIN";"US Dollar"
"JS/USD";"JavaScript Token";"US Dollar"
"JWL/BTC";"Jewels";"Bitcoin"
"JWL/USD";"Jewels";"US Dollar"
"KALA/USD";"Kala";"US Dollar"
"KARMA/USD";"Karmacoin";"US Dollar"
"KASHH/USD";"KashhCoin";"US Dollar"
"KAVA/BNB";"Kava.io";"Binance Coin"
"KAVA/BTC";"Kava.io";"Bitcoin"
"KAVA/CAD";"Kava";"Canadian Dollar"
"KAVA/EUR";"Kava.io";"Euro"
"KAVA/USD";"Kava";"US Dollar"
"KBR/USD";"Kubera Coin";"US Dollar"
"KCS/BTC";"KuCoin Shares";"Bitcoin"
"KCS/ETH";"KuCoin Shares";"Ethereum"
"KCS/USD";"KuCoin Shares";"US Dollar"
"KDA/BTC";"Kadena";"Bitcoin"
"KDA/USD";"Kadena";"US Dollar"
"KED/USD";"Darsek";"US Dollar"
"KEEP/BTC";"Keep Network";"Bitcoin"
"KEEP/TRY";"Keep Network";"Turkish Lira"
"KEEP/USD";"Keep Network";"US Dollar"
"KEK/BTC";"KekCoin";"Bitcoin"
"KEK/USD";"KekCoin";"US Dollar"
"KEY/BTC";"Selfkey";"Bitcoin"
"KEY/ETH";"Selfkey";"Ethereum"
"KEY/USD";"Selfkey";"US Dollar"
"KICK/USD";"KickToken";"US Dollar"
"KIN/CNY";"Kin";"Chinese Yuan"
"KIN/ETH";"Kin";"Ethereum"
"KIN/LTC";"Kin";"Litecoin"
"KIN/USD";"Kin";"US Dollar"
"KLAY/KRW";"Klaytn";"Korean Won"
"KLAY/USD";"Klaytn";"US Dollar"
"KLC/USD";"KiloCoin";"US Dollar"
"KMD/BTC";"Komodo";"Bitcoin"
"KMD/ETH";"Komodo";"Ethereum"
"KMD/USD";"Komodo";"US Dollar"
"KNC/BTC";"Kyber Network";"Bitcoin"
"KNC/ETH";"Kyber Network";"Ethereum"
"KNC/KRW";"Kyber Network";"Korean Won"
"KNC/THB";"Kyber Network";"Thai Baht"
"KNC/USD";"Kyber Network Crystal v2";"US Dollar"
"KNC/XRP";"Kyber Network";"XRP"
"KOBO/BTC";"Kobocoin";"Bitcoin"
"KOBO/USD";"Kobocoin";"US Dollar"
"KORE/BTC";"Kore";"Bitcoin"
"KORE/USD";"Kore";"US Dollar"
"KP3R/USD";"Keep3rV1";"US Dollar"
"KSM/BTC";"Kusama";"Bitcoin"
"KSM/EUR";"Kusama";"Euro"
"KSM/USD";"Kusama";"US Dollar"
"KUB/THB";"Bitkub Coin";"Thai Baht"
"KUB/USD";"Bitkub Coin";"US Dollar"
"KUMA/USD";"Kuma Inu";"US Dollar"
"KURT/BTC";"Kurrent";"Bitcoin"
"KURT/USD";"Kurrent";"US Dollar"
"KUSH/BTC";"KushCoin";"Bitcoin"
"KUSH/USD";"KushCoin";"US Dollar"
"LA/BTC";"LATOKEN";"Bitcoin"
"LA/ETH";"LATOKEN";"Ethereum"
"LAMBO/USD";"Lambo Coin";"US Dollar"
"LANA/USD";"LanaCoin";"US Dollar"
"LA/USD";"LATOKEN";"US Dollar"
"LAZ/BTC";"Lazaruscoin";"Bitcoin"
"LAZIO/BTC";"S.S. Lazio Fan Token";"Bitcoin"
"LAZIO/EUR";"S.S. Lazio Fan Token";"Euro"
"LAZIO/TRY";"S.S. Lazio Fan Token";"Turkish Lira"
"LAZIO/USD";"S.S. Lazio Fan Token";"US Dollar"
"LAZ/USD";"Lazaruscoin";"US Dollar"
"LBA/USD";"Cred";"US Dollar"
"LBC/BTC";"LBRY Credits";"Bitcoin"
"LBC/USD";"LBRY Credits";"US Dollar"
"LBTCX/BTC";"LiteBitcoin";"Bitcoin"
"LBTCX/USD";"LiteBitcoin";"US Dollar"
"LCC/BTC";"Litecoin Cash";"Bitcoin"
"LCC/USD";"Litecoin Cash";"US Dollar"
"LCE/USD";"LitecoinExtreme";"US Dollar"
"LCP/BTC";"Litecoin Plus";"Bitcoin"
"LCP/USD";"Litecoin Plus";"US Dollar"
"LDC/BNT";"Leadcoin";"Bancor"
"LDC/USD";"Leadcoin";"US Dollar"
"LDO/BTC";"Lido DAO";"Bitcoin"
"LDOGE/USD";"LiteDoge";"US Dollar"
"LDO/USD";"Lido DAO";"US Dollar"
"LEA/USD";"LeaCoin";"US Dollar"
"LEOu/BTC";"UNUS SED LEO";"Bitcoin"
"LEOu/CAD";"UNUS SED LEO";"Canadian Dollar"
"LEOu/ETH";"UNUS SED LEO";"Ethereum"
"LEOu/USD";"UNUS SED LEO";"US Dollar"
"LEPEN/USD";"LePen";"US Dollar"
"LINA/BTC";"Linear";"Bitcoin"
"LINA/USD";"Linear";"US Dollar"
"LINDA/USD";"Linda";"US Dollar"
"LINK/BRL";"Chainlink";"Brazil Real"
"LINK/BTC";"Chainlink";"Bitcoin"
"LINK/CAD";"Chainlink";"Canadian Dollar"
"LINK/ETH";"Chainlink";"Ethereum"
"LINK/EUR";"Chainlink";"Euro"
"LINK/TRY";"Chainlink";"Turkish Lira"
"LINK/USD";"Chainlink";"US Dollar"
"LINK/XRP";"Chainlink";"XRP"
"LINX/BTC";"Linx";"Bitcoin"
"LINX/USD";"Linx";"US Dollar"
"LION/USD";"Lion Coin";"US Dollar"
"LIR/USD";"LetItRide";"US Dollar"
"LIZA/BTC";"LIZA";"Bitcoin"
"LIZA/USD";"LIZA";"US Dollar"
"LIZ/USD";"Lizus";"US Dollar"
"LKC/USD";"LinkedCoin";"US Dollar"
"LKK/CHF";"Lykke";"Swiss Franc"
"LKK/USD";"Lykke";"US Dollar"
"LKRc/BTC";"LKRCoin";"Bitcoin"
"LKRc/USD";"LKRCoin";"US Dollar"
"LMC/USD";"LoMoCoin";"US Dollar"
"LND/ETH";"Lendingblock";"Ethereum"
"LND/USD";"LendingBlock";"US Dollar"
"LNK/USD";"Link Platform";"US Dollar"
"LNX/USD";"LNX Protocol";"US Dollar"
"LOC/BTC";"LockTrip";"Bitcoin"
"LOC/DOGE";"LockTrip";"Dogecoin"
"LOC/RUB";"LockTrip";"Russian Ruble"
"LOC/USD";"LockTrip";"US Dollar"
"LOC/WAVES";"LockTrip";"Waves"
"LOKI/BTC";"Loki";"Bitcoin"
"LOKI/ETH";"Loki";"Ethereum"
"LOKI/USD";"Loki";"US Dollar"
"LOOM/BTC";"Loom Network";"Bitcoin"
"LOOM/ETH";"Loom Network";"Ethereum"
"LOOM/KRW";"Loom Network";"Korean Won"
"LOOM/USD";"Loom Network";"US Dollar"
"LOT/USD";"LottoCoin";"US Dollar"
"LPC/BTC";"Lightpaycoin";"Bitcoin"
"LPC/USD";"Lightpaycoin";"US Dollar"
"LPT/USD";"Livepeer";"US Dollar"
"LQTY/USD";"Liquity";"US Dollar"
"LRC/BTC";"Loopring";"Bitcoin"
"LRC/ETH";"Loopring";"Ethereum"
"LRC/EUR";"Loopring";"Euro"
"LRC/KRW";"Loopring";"Korean Won"
"LRC/TRY";"Loopring";"Turkish Lira"
"LRC/USD";"Loopring";"US Dollar"
"LSK/AUD";"Lisk";"Australian Dollar"
"LSK/BTC";"Lisk";"Bitcoin"
"LSK/CAD";"Lisk";"Canadian Dollar"
"LSK/CNY";"Lisk";"Chinese Yuan"
"LSK/ETH";"Lisk";"Ethereum"
"LSK/EUR";"Lisk";"Euro"
"LSK/HKD";"Lisk";"Hong Kong Dollar"
"LSK/ILS";"Lisk";"Israeli Shekel"
"LSK/INR";"Lisk";"Indian Rupee"
"LSK/KRW";"Lisk";"Korean Won"
"LSK/MXN";"Lisk";"Mexican Peso"
"LSK/MYR";"Lisk";"Malaysian Ringgit"
"LSK/PLN";"Lisk";"Polish Zloty"
"LSK/RUB";"Lisk";"Russian Ruble"
"LSK/SAR";"Lisk";"Saudi Riyal"
"LSK/SEK";"Lisk";"Swedish Krona"
"LSK/TRY";"Lisk";"Turkish Lira"
"LSK/USD";"Lisk";"US Dollar"
"LSK/VND";"Lisk";"Vietnamese Dong"
"LSK/ZAR";"Lisk";"South African Rand"
"LTB/BTC";"LiteBar";"Bitcoin"
"LTB/USD";"LiteBar";"US Dollar"
"LTC/AUD";"Litecoin";"Australian Dollar"
"LTC/BCH";"Litecoin";"Bitcoin Cash"
"LTC/BNB";"Litecoin";"Binance Coin"
"LTC/BRL";"Litecoin";"Brazil Real"
"LTC/BTC";"Litecoin";"Bitcoin"
"LTC/CAD";"Litecoin";"Canadian Dollar"
"LTC/CNY";"Litecoin";"Chinese Yuan"
"LTC/EOS";"Litecoin";"EOS"
"LTC/ETH";"Litecoin";"Ethereum"
"LTC/EUR";"Litecoin";"Euro"
"LTC/GBP";"Litecoin";"British Pound"
"LTC/HKD";"Litecoin";"Hong Kong Dollar"
"LTC/IDR";"Litecoin";"Indonesian Rupiah"
"LTC/ILS";"Litecoin";"Israeli Shekel"
"LTC/INR";"Litecoin";"Indian Rupee"
"LTC/JPY";"Litecoin";"Japanese Yen"
"LTC/KRW";"Litecoin";"Korean Won"
"LTC/MXN";"Litecoin";"Mexican Peso"
"LTC/MYR";"Litecoin";"Malaysian Ringgit"
"LTC/NGN";"Litecoin";"Nigerian Naira"
"LTC/PLN";"Litecoin";"Polish Zloty"
"LTCR/BTC";"Litecred";"Bitcoin"
"LTC/RUB";"Litecoin";"Russian Ruble"
"LTCR/USD";"Litecred";"US Dollar"
"LTC/SAR";"Litecoin";"Saudi Riyal"
"LTC/SEK";"Litecoin";"Swedish Krona"
"LTC/THB";"Litecoin";"Thai Baht"
"LTC/TRY";"Litecoin";"Turkish Lira"
"LTCU/BTC";"LiteCoin Ultra";"Bitcoin"
"LTC/USD";"Litecoin";"US Dollar"
"LTCU/USD";"LiteCoin Ultra";"US Dollar"
"LTC/VND";"Litecoin";"Vietnamese Dong"
"LTC/ZAR";"Litecoin";"South African Rand"
"LTG/USD";"LiteCoin Gold";"US Dollar"
"LTH/USD";"LAthaan";"US Dollar"
"LUNA/BTC";"Luna Coin";"Bitcoin"
"LUNAt/BRL";"Terra";"Brazil Real"
"LUNAt/BTC";"Terra";"Bitcoin"
"LUNAt/CAD";"Terra";"Canadian Dollar"
"LUNAt/EUR";"Terra";"Euro"
"LUNAt/INR";"Terra";"Indian Rupee"
"LUNAt/TRY";"Terra";"Turkish Lira"
"LUNAt/USD";"Terra";"US Dollar"
"LUNA/USD";"Luna Coin";"US Dollar"
"LUN/BTC";"Lunyr";"Bitcoin"
"LUNC/BRL";"Terra Classic";"Brazil Real"
"LUNC/CAD";"Terra Classic";"Canadian Dollar"
"LUNC/USD";"Terra Classic";"US Dollar"
"LUN/ETH";"Lunyr";"Ethereum"
"LUN/USD";"Lunyr";"US Dollar"
"LUSD/USD";"Liquidity USD";"US Dollar"
"LUX/BTC";"LUXCoin";"Bitcoin"
"LUX/USD";"LUXCoin";"US Dollar"
"LVPS/USD";"LevoPlus";"US Dollar"
"LYL/BTC";"LoyalCoin";"Bitcoin"
"LYL/USD";"LoyalCoin";"US Dollar"
"LYM/BTC";"Lympo";"Bitcoin"
"LYM/ETH";"Lympo";"Ethereum"
"LYM/USD";"Lympo";"US Dollar"
"MAC/USD";"Machinecoin";"US Dollar"
"MAGN/USD";"Magnetcoin";"US Dollar"
"MAGT/USD";"Magnet";"US Dollar"
"MAID/BTC";"MaidSafeCoin";"Bitcoin"
"MAID/ETH";"MaidSafeCoin";"Ethereum"
"MAID/USD";"MaidSafeCoin";"US Dollar"
"MANA/BRL";"Decentraland";"Brazil Real"
"MANA/BTC";"Decentraland";"Bitcoin"
"MANA/CAD";"Decentraland";"Canadian Dollar"
"MANA/ETH";"Decentraland";"Ethereum"
"MANA/EUR";"Decentraland";"Euro"
"MANA/INR";"Decentraland";"Indian Rupee"
"MANA/TRY";"Decentraland";"Turkish Lira"
"MANA/USD";"Decentraland";"US Dollar"
"MAN/BTC";"Matrix AI Network";"Bitcoin"
"MAN/ETH";"Matrix AI Network";"Ethereum"
"Manna/USD";"Manna";"US Dollar"
"MAN/USD";"Martix AI Network";"US Dollar"
"MAO/BTC";"Mao Zedong";"Bitcoin"
"MAO/USD";"Mao Zedong";"US Dollar"
"MARc/BTC";"Mchain";"Bitcoin"
"MARc/ETH";"Mchain";"Ethereum"
"MARc/USD";"Mchain";"US Dollar"
"MARO/USD";"Maro";"US Dollar"
"MARS/USD";"Marscoin";"US Dollar"
"MARX/USD";"MarxCoin";"US Dollar"
"MASK/USD";"Mask Network";"US Dollar"
"MATIC/BNB";"Polygon";"Binance Coin"
"MATIC/BRL";"Polygon";"Brazil Real"
"MATIC/BTC";"Polygon";"Bitcoin"
"MATIC/CAD";"Polygon";"Canadian Dollar"
"MATIC/EUR";"Polygon";"Euro"
"MATIC/INR";"Polygon";"Indian Rupee"
"MATIC/TRY";"Polygon";"Turkish Lira"
"MATIC/USD";"Polygon";"US Dollar"
"MAVRO/BTC";"Mavro";"Bitcoin"
"MAVRO/USD";"Mavro";"US Dollar"
"MAX/BTC";"MaxCoin";"Bitcoin"
"MAX/USD";"MaxCoin";"US Dollar"
"MAY/USD";"Theresa May Coin";"US Dollar"
"MAZA/USD";"MazaCoin";"US Dollar"
"MBOX/BTC";"MOBOX";"Bitcoin"
"MBOX/BUSD";"MOBOX";"Binance USD"
"MBOX/USD";"MOBOX";"US Dollar"
"MBRS/USD";"Embers";"US Dollar"
"MCAP/USD";"MCAP";"US Dollar"
"MCI/USD";"Musiconomi";"US Dollar"
"MCO/USD";"Crypto.com";"US Dollar"
"MCR/BTC";"Macro";"Bitcoin"
"MCR/USD";"Macro";"US Dollar"
"MDA/BTC";"Moeda Loyalty Points";"Bitcoin"
"MDA/ETH";"Moeda Loyalty Points";"Ethereum"
"MDA/USD";"Moeda Loyalty Points";"US Dollar"
"MDS/BTC";"MediShares";"Bitcoin"
"MDS/ETH";"MediShares";"Ethereum"
"MDS/USD";"MediShares";"US Dollar"
"MDT/BTC";"Measurable Data Token ";"Bitcoin"
"MDT/ETH";"Measurable Data Token";"Ethereum"
"MDT/USD";"Measurable Data Token";"US Dollar"
"MDX/USD";"Mdex";"US Dollar"
"MEC/BTC";"Megacoin";"Bitcoin"
"MEC/USD";"Megacoin";"US Dollar"
"MED/USD";"Medibloc";"US Dollar"
"MEDX/BTC";"MediBloc [ERC20]";"Bitcoin"
"MEDX/USD";"MediBloc [ERC20]";"US Dollar"
"MER/BTC";"Mercury";"Bitcoin"
"MERI/BTC";"Merebel";"Bitcoin"
"MERI/USD";"Merebel";"US Dollar"
"MER/USD";"Mercury";"US Dollar"
"METAL/BTC";"MetalCoin";"Bitcoin"
"METAL/USD";"MetalCoin";"US Dollar"
"MET/BTC";"Metronome";"Bitcoin"
"MET/ETH";"Metronome";"Ethereum"
"METIS/ETH";"MetisDAO";"Ethereum"
"METIS/USD";"MetisDAO";"US Dollar"
"MET/USD";"Metronome";"US Dollar"
"MEXC/BTC";"MEXC Token";"Bitcoin"
"MEXC/USD";"MEXC Token";"US Dollar"
"MFT/BNB";"Mainframe";"Binance Coin"
"MFT/BTC";"Mainframe";"Bitcoin"
"MFT/ETH";"Mainframe";"Ethereum"
"MFT/KRW";"Mainframe";"Korean Won"
"MFT/USD";"Mainframe";"US Dollar"
"MGC/USD";"MergeCoin";"US Dollar"
"MGM/USD";"Magnum";"US Dollar"
"MGO/USD";"MobileGo";"US Dollar"
"MHC/BTC";"#MetaHash";"Bitcoin"
"MHC/ETH";"#MetaHash";"Ethereum"
"MHC/EUR";"#MetaHash";"Euro"
"MHC/GBP";"#MetaHash";"British Pound"
"MHC/USD";"#MetaHash";"US Dollar"
"MIC/USD";"Mindexcoin";"US Dollar"
"MILO/BTC";"MiloCoin";"Bitcoin"
"MILO/USD";"MiloCoin";"US Dollar"
"MINA/BTC";"Mina";"Bitcoin"
"MINA/USD";"Mina";"US Dollar"
"MIN/BTC";"MINDOL";"Bitcoin"
"MINEX/USD";"Minex";"US Dollar"
"MINTME/USD";"MintMe.com Coin";"US Dollar"
"MIN/USD";"MINDOL";"US Dollar"
"MITH/BNB";"Mithril";"Binance Coin"
"MITH/BTC";"Mithril";"Bitcoin"
"MITH/ETH";"Mithril";"Ethereum"
"MITH/USD";"Mithril";"US Dollar"
"MKR/BTC";"Maker";"Bitcoin"
"MKR/ETH";"Maker";"Ethereum"
"MKR/INR";"Maker";"Indian Rupee"
"MKR/TRY";"Maker";"Turkish Lira"
"MKR/USD";"Maker";"US Dollar"
"MLN/BTC";"Melon";"Bitcoin"
"MLN/ETH";"Melon";"Ethereum"
"MLN/USD";"Melon";"US Dollar"
"MM/KRW";"MilliMeter";"Korean Won"
"MM/USD";"MilliMeter";"US Dollar"
"MMXVI/USD";"MMXVI";"US Dollar"
"MND/BTC";"MindCoin";"Bitcoin"
"MND/USD";"MindCoin";"US Dollar"
"MNM/USD";"Mineum";"US Dollar"
"MNTP/BTC";"GoldMint";"Bitcoin"
"MNTP/ETH";"GoldMint";"Ethereum"
"MNTP/USD";"GoldMint";"US Dollar"
"MNT/USD";"Mantle";"US Dollar"
"MNX/USD";"MinexCoin";"US Dollar"
"MOAC/ETH";"MOAC";"Ethereum"
"MOAC/USD";"MOAC";"US Dollar"
"MOB/BTC";"MobileCoin";"Bitcoin"
"MOBI/USD";"Mobius";"US Dollar"
"MOB/USD";"MobileCoin";"US Dollar"
"MOIN/BTC";"Moin";"Bitcoin"
"MOIN/USD";"Moin";"US Dollar"
"MOJO/BTC";"MojoCoin";"Bitcoin"
"MOJO/USD";"MojoCoin";"US Dollar"
"MONA/BTC";"MonaCoin";"Bitcoin"
"MONA/JPY";"MonaCoin";"Japanese Yen"
"MONA/USD";"MonaCoin";"US Dollar"
"MONETA/BTC";"Moneta";"Bitcoin"
"MONETA/USD";"Moneta";"US Dollar"
"MONEY/USD";"MoneyCoin";"US Dollar"
"MONK/BTC";"Monkey Project";"Bitcoin"
"MONK/USD";"Monkey Project";"US Dollar"
"MOTO/BTC";"Motocoin";"Bitcoin"
"MOTO/USD";"Motocoin";"US Dollar"
"MOVR/USD";"Moonriver";"US Dollar"
"MPL/USD";"Maple";"US Dollar"
"MRJA/USD";"GanjaCoin";"US Dollar"
"MRT/USD";"Miners Reward Token";"US Dollar"
"MRT/WAVES";"Miners' Reward Token";"Waves"
"MSP/USD";"Mothership";"US Dollar"
"MST/BTC";"MustangCoin";"Bitcoin"
"MST/USD";"MustangCoin";"US Dollar"
"MTC/ETH";"doc.com Token";"Ethereum"
"MTC/USD";"doc.com Token";"US Dollar"
"MTH/BTC";"Monetha";"Bitcoin"
"MTH/ETH";"Monetha";"Ethereum"
"MTH/USD";"Monetha";"US Dollar"
"MTL/BTC";"Metal";"Bitcoin"
"MTL/ETH";"Metal";"Ethereum"
"MTL/KRW";"Metal";"Korean Won"
"MTLMC3/USD";"Metal Music Coin";"US Dollar"
"MTL/USD";"Metal";"US Dollar"
"MTN/BTC";"Medicalchain";"Bitcoin"
"MTNC/USD";"Masternodecoin";"US Dollar"
"MTN/ETH";"Medicalchain";"Ethereum"
"MTN/USD";"Medicalchain";"US Dollar"
"MUE/BTC";"MonetaryUnit";"Bitcoin"
"MUE/USD";"MonetaryUnit";"US Dollar"
"MUSIC/USD";"Musicoin";"US Dollar"
"MVL/BTC";"MVL";"Bitcoin"
"MVL/KRW";"MVL";"Korean Won"
"MVL/USD";"MVL";"US Dollar"
"MWAT/BTC";"Restart Energy MWAT";"Bitcoin"
"MWAT/ETH";"Restart Energy MWAT";"Ethereum"
"MWAT/USD";"Restart Energy MWAT";"US Dollar"
"MXM/USD";"Maximine Coin";"US Dollar"
"MXT/BTC";"MarteXcoin";"Bitcoin"
"MXT/USD";"MarteXcoin";"US Dollar"
"MYB/BTC";"MyBit";"Bitcoin"
"MYB/USD";"MyBit Token";"US Dollar"
"MYST/BTC";"Mysterium";"Bitcoin"
"MYST/ETH";"Mysterium";"Ethereum"
"MYST/USD";"Mysterium";"US Dollar"
"NAMO/USD";"NamoCoin";"US Dollar"
"NANJ/ETH";"NANJCOIN";"Ethereum"
"NANJ/USD";"NANJCOIN";"US Dollar"
"NANO/BTC";"Nano";"Bitcoin"
